epoch,acc,loss
0,0.5393258440360594,7.129579185100084
1,0.6797752829080217,5.161412469456705
2,0.6797752802291613,5.161412549822518
3,0.6797752822383066,5.161412619472889
4,0.6797752835777369,5.161412667692377
5,0.6797752802291613,5.161412592684285
6,0.6797752835777369,5.161412624830611
7,0.6797752795594462,5.161412480172147
8,0.6797752829080217,5.161412555180239
9,0.6797752802291613,5.161412635546052
